Queue Len,Qstat Response Time,Qsub Resposne Time,Sleep Job Throughput,Big Job Expansion Ratio
0,0.0035601692296603673,0.0037024333365837424,152.46352739276793,1.0054831618672928
100,0.004041206059677813,0.004144057557661924,194.33576095686422,1.0061729923604619
200,0.004575595011112059,0.004533431397536318,237.1731498266213,1.006635572408033
300,0.005074636499408481,0.005001915518932018,283.3576483081262,1.0074149190155521
400,0.005587009043012584,0.005486576204835092,330.9482712373026,1.0081484874968618
500,0.0060633749527372344,0.005985379289030198,374.3474487199496,1.0088059897863162
600,0.00659760421847662,0.006511773399022591,418.699239081001,1.0095641147255379
700,0.007079170073797964,0.006958659611869642,462.3868819114235,1.0101312013159227
800,0.007608201260895044,0.0075091800053081,509.19225362526436,1.0106787173256706
900,0.008117207333595979,0.00799950109775914,553.563852151366,1.0112335284575846
1000,0.008631627370368213,0.00847929623198868,596.5887733142698,1.0117314695028652
1100,0.009172989613874517,0.008993123046279215,644.5755800521933,1.0122053362065404
1200,0.0096831840017711,0.00954571034570134,690.7014906261987,1.012995370776172
1300,0.010162664352823942,0.009982583609975282,734.3211519248648,1.013680502978955
1400,0.010710167317717642,0.010504714714627128,779.764190363592,1.0143591979828455
1500,0.011188289608473321,0.01095108126478364,825.1014581609779,1.0151193005672707
1600,0.011754328526153096,0.011432081685559372,867.7375353657886,1.0157791016548032
1700,0.012284000372297071,0.011951464245298547,911.7749259551322,1.016471470023795
1800,0.01278312648611404,0.012413208029474427,959.1247701964322,1.0171388337723237
1900,0.013334555998983073,0.01288701630750662,1004.6973119691763,1.0177897789928623
2000,0.013846586458934256,0.01336013418722202,1049.1593559793084,1.0182809699676354
2100,0.014337416651483487,0.0139024086355066,1094.5277885700398,1.0188152010113773
2200,0.014864196667583955,0.014322768764838277,1136.716963569392,1.019532491955404
2300,0.015425368481696296,0.014779235055576075,1181.4336492876182,1.0203221592050737
2400,0.015979094796203602,0.015321183427152446,1225.4612215553502,1.021036829322415
2500,0.016472405505364423,0.015775979075813514,1269.2030204245941,1.0217634214980211
2600,0.017018020480596703,0.016268603428906233,1315.1786335673933,1.0224820210275973
2700,0.017531754640284124,0.01671615054249791,1361.5847249138808,1.022994092069612
2800,0.018096777072492336,0.017213082935512547,1408.1247605469962,1.0235077975187459
2900,0.018620463874599345,0.017642112003421143,1455.3685265212584,1.024272706316149
3000,0.019178731616969556,0.018155269976394592,1498.3831039940087,1.02501679124313
3100,0.019717612459706643,0.018650762625084315,1544.176902673126,1.0257670518001978
3200,0.020268694439341463,0.019189511294131673,1589.9176499170178,1.0264977309659256
3300,0.020822715387728563,0.01971059903204296,1632.648394103998,1.0270642173827653
3400,0.021338276713891557,0.020145118583041785,1675.583435186949,1.0277293405307983
3500,0.021880499812652127,0.02065352866467424,1718.6368503879048,1.0283444589292396
3600,0.022407601548876218,0.021197592286421322,1761.3965602331568,1.0288289033444513
3700,0.022936983521187237,0.021612932806045766,1804.8173528912587,1.0293270676391042
3800,0.023458304754780366,0.022013853677094318,1852.8561954701927,1.030050272284551
3900,0.023994203202470275,0.022489039360654276,1900.677339652377,1.0307278080227829
4000,0.02447546489905151,0.02288856749859979,1943.2746486186688,1.0312529397895767
4100,0.02501922967621378,0.023359626658630044,1987.418644674377,1.03176400475123
4200,0.025523615993756476,0.02386503573618815,2035.3549253867852,1.0324636997335483
4300,0.02600847969389437,0.024334462154402773,2077.4785580702123,1.033071637572939
4400,0.02652397857774192,0.024869484983807307,2122.0354392308823,1.033780847898449
4500,0.02703792038757891,0.02537720739783677,2164.2944927719013,1.0344088302556405
4600,0.02755222736640192,0.025871969319124236,2208.161042626439,1.035181791770389
4700,0.02811195095570601,0.026331914580426975,2252.6198303332444,1.0358754963791303
4800,0.0286423324290856,0.026808493696931918,2297.1662614158886,1.0365552963389848
4900,0.029201046632374026,0.027290851050283945,2342.1991648624703,1.037115010201101
5000,0.029716081168690782,0.027815148254041328,2386.4492263947063,1.037601576859382
5100,0.030196859119970387,0.02822951238626029,2430.95745002305,1.0383992442014653
5200,0.030699817774710793,0.02867195920173253,2477.993719028028,1.0391733064317914
5300,0.03126483724854998,0.02922004146143734,2523.1129793548716,1.039718156776998
5400,0.031813776600258394,0.02973225841854148,2569.044375304141,1.0403692986942386
5500,0.032313925810182394,0.030125770476188585,2614.3468726598967,1.0409865481467868
5600,0.03287699432305018,0.030587151050540044,2657.8019030090145,1.0417764789429391
5700,0.0333808099695109,0.031088033935820315,2700.5957392652285,1.042553100293866
5800,0.03390696747896871,0.031499305426100584,2746.1147595389302,1.0432127990577624
5900,0.0344552198366412,0.031908162843495035,2791.6469644487374,1.0436838111147677
6000,0.03501430175650007,0.03246162701096004,2838.5384520037314,1.0444206108537113
6100,0.0355350049567394,0.03299098416983652,2885.472895326907,1.0450505056422001
6200,0.03608654566840888,0.03342953641746638,2930.880132549376,1.0457673702806647
6300,0.03657670654786151,0.03387442106822379,2976.4832723113814,1.0463885333868777
6400,0.03713529361064786,0.03439891182085621,3018.570717235811,1.0471074736788746
6500,0.037652163588371666,0.03495656734465395,3063.1125424389884,1.0478141605994113
6600,0.03813959793837439,0.035462344953595695,3105.049695487354,1.0485409892527406
6700,0.03870450271605898,0.03589181178230855,3148.876733309853,1.0491455469822193
6800,0.03917906665840118,0.03639109047053273,3193.9587888757164,1.0497055714775894
6900,0.039665610281387695,0.036936876156277755,3236.2108187212457,1.0502936204676814
7000,0.040183849606359075,0.037326240548806844,3283.7692551773657,1.051090053529884
7100,0.0407461758847836,0.03775816171587253,3328.676882413747,1.0517727246161708
7200,0.04127461589419715,0.0382790546593162,3375.408287414075,1.0523462463472195
7300,0.04183981683838028,0.038768747047451826,3419.905964778708,1.0530708802421274
7400,0.042380036040329486,0.03922309240934976,3462.3522599916973,1.0536520786677583
7500,0.04292187589154399,0.03977659764527693,3506.421764304259,1.0542127232415093
7600,0.0434153051249636,0.040333664601339275,3551.0174821301985,1.0548291899350064
7700,0.0439650487999054,0.04086462606339115,3594.148146242391,1.0552972564617515
7800,0.044450482585683904,0.0413488928367707,3639.7588507579107,1.0560155564246347
7900,0.04495714918864588,0.041835044271713785,3686.1149271768045,1.056527889719903
8000,0.045470159777538516,0.04231969005405917,3728.845372273537,1.0572808427779967
8100,0.04595105151242162,0.04271486788553435,3771.172803804471,1.0579030219257557
8200,0.04643120001886093,0.043129808847762956,3815.060090381255,1.0586298554510332
8300,0.04699745120888084,0.043672496500931544,3860.4013748342486,1.0592620045478123
8400,0.04748168608964731,0.044211023722212014,3903.754432679066,1.0599501411099144
8500,0.047970620920899924,0.04470399323038046,3945.876515495454,1.0606019185119657
8600,0.04852590421770838,0.04519129587834076,3993.855428694638,1.0612649344395848
8700,0.0490368731358769,0.04561162340695774,4038.9041468061796,1.0618359875460197
8800,0.04955783397588081,0.04608630803583628,4083.917086970889,1.0624868083819679
8900,0.05011511386885696,0.04647239400934833,4131.490426127484,1.0630687518625086
9000,0.050630728212526455,0.04698836644668887,4178.846542175912,1.063664560121437
9100,0.051123623385285734,0.047460200230937104,4224.303230462581,1.0644329362561529
9200,0.05160654037929023,0.047999778127587135,4269.540934350129,1.0651543447765315
9300,0.052144557090114896,0.04851739089451573,4312.52420493906,1.065725891697189
9400,0.052702298673172644,0.04896912891748326,4357.89511440669,1.066471119373899
9500,0.05321729458924987,0.0493732079671381,4403.458282694639,1.0671459732069206
9600,0.0537802423450384,0.04976927558319824,4448.0449613012,1.0677706234025703
9700,0.05429720608968405,0.05025448322260585,4492.96032912153,1.0683852839780992
9800,0.05483752760392543,0.050689917659324374,4536.126151936841,1.068955158842408
9900,0.05535965015873616,0.051225928348501704,4583.493888494577,1.0696100087528115
10000,0.0558358363726696,0.0516593729902189,4628.920357240296,1.0701073702442658
10100,0.05639518162678621,0.05204149975773513,4673.159774021362,1.0706694421613476
10200,0.056925424514223374,0.05249765247914648,4718.026175051059,1.0712458971473666
10300,0.05748146597317338,0.05294397277295137,4762.4461562297365,1.0718133882513405
10400,0.05804348799002144,0.05337299710121777,4807.3709657212485,1.0722892960042476
10500,0.058538459329228,0.05376485758018329,4851.56364415242,1.07305792415504
10600,0.0590480774280755,0.05425634328465491,4895.03447899682,1.073794668139892
10700,0.059534598371460294,0.05479878507908075,4938.699649184462,1.074357305543586
10800,0.060069099707004574,0.055276032257890656,4980.976676995639,1.0748785085583328
10900,0.06056090355723662,0.055827711634046526,5023.259649056721,1.075436236072394
11000,0.06105177927186217,0.05630059875294472,5067.34947851598,1.0761454962085446
11100,0.0615346388910017,0.05685887450952663,5110.20489851282,1.076896431658316
11200,0.062081173945000116,0.057293199838118695,5157.298707424521,1.077629762549669
11300,0.06264475644402935,0.057820554058100784,5201.965200991919,1.0782677543358576
11400,0.06317821839288582,0.05828927144453513,5247.414157103489,1.0789096608368014
11500,0.06368746608401633,0.05871097095127112,5290.432160893578,1.0795383896624346
11600,0.06419412029331843,0.05917137676496779,5334.18717608958,1.080063873588053
11700,0.06474903365352089,0.05957523322498281,5377.407205479771,1.0806982378142784
11800,0.0652595644902358,0.06001110668179299,5425.1186471613755,1.0813754554115382
11900,0.06577199680505993,0.060396571347249746,5467.032740859878,1.082170728039253
12000,0.06632793992796723,0.06084498700944905,5513.011866826146,1.0828252153417683
12100,0.06680615768726429,0.06132826386113684,5559.192636648676,1.0835231746698624
12200,0.06735819603021004,0.06183823571432598,5602.061802049478,1.0840674419235174
12300,0.067836615857012,0.062281470449162,5645.328864720362,1.0845820081423683
12400,0.06838434523049586,0.06271373224104057,5692.531183174651,1.085227852615405
12500,0.06893744994521217,0.06311544981494044,5738.349300274338,1.0858877563833083
12600,0.06941573633810351,0.06354369407165597,5781.219559326584,1.0866830170521407
12700,0.06990452664133608,0.06407972096946764,5827.05530973518,1.0872818892177885
12800,0.07043819920804065,0.06456244537690424,5873.035459416536,1.0879019051251895
12900,0.07098344728106533,0.06506456845678749,5919.650058232797,1.088529940490857
13000,0.07149597476150575,0.06549715001594625,5961.913458840189,1.0890182080160762
13100,0.07205698789023769,0.06590441924994639,6006.59770581807,1.0897635439260986
13200,0.07254987138270441,0.06630395567166421,6051.585246028103,1.0904838916030217
