Queue Len,Qstat Response Time,Qsub Resposne Time,Sleep Job Throughput,Big Job Expansion Ratio
0,0.0035425986337557372,0.0038048802071517134,148.31766777777918,1.0057115880797403
100,0.004108725612945606,0.00439295840358638,193.86437382949995,1.0064480702204583
200,0.004609953549252565,0.0048733847898647445,237.08750527971318,1.0071856089125124
300,0.005180217280671037,0.005344842571621689,281.4199226527556,1.0078385271330346
400,0.005663665825147378,0.005800771924490852,328.06648235897245,1.0086313273050345
500,0.006169201325210798,0.006320655091207226,369.4101385227604,1.0093270111038553
600,0.006763791871830794,0.006893210737655319,413.9747619337428,1.0100391775353454
700,0.0073335489688090335,0.007515137227456535,458.5050618857198,1.0107000092768845
800,0.007895540398394971,0.00807187713847773,500.6485971094272,1.0111482259513136
900,0.008445880766390015,0.00857865607318101,543.4688854336672,1.0117631707208292
1000,0.0090421586541975,0.009174469990092023,589.009916151302,1.0125150232629108
1100,0.009625415017071043,0.009665808350642903,634.845863707097,1.0131726176442724
1200,0.010159678314923516,0.010128739376113331,676.8982969361034,1.0136621611791623
1300,0.010692483171758789,0.010646883320197531,723.0901044795667,1.01451141623925
1400,0.011197489323041505,0.011129890329850673,768.7755701903866,1.0149945482992422
1500,0.011679898817788305,0.011735959866180942,810.0800328471968,1.0156260322843493
1600,0.01218824424102271,0.012343900465515308,855.2870836444141,1.0160891516923465
1700,0.012680541310379037,0.012892021475469938,901.348854430184,1.0168162171176005
1800,0.01321492438295087,0.013420840917471677,945.0564251363253,1.0175287814863256
1900,0.013725118206308128,0.014042292151908359,989.406819896484,1.01818211215709
2000,0.014259255398510166,0.014485044016237451,1035.4985872407506,1.0189341169212331
2100,0.014846250024742198,0.014975616953921665,1081.5859309261546,1.0195622359622651
2200,0.015375167844870792,0.015499085473772562,1122.9061114639903,1.0200557460917452
2300,0.015951049487939326,0.01602987513516728,1168.7249569917317,1.020550073027114
2400,0.016476135898708336,0.016644666341562545,1209.8052969319813,1.021309186175981
2500,0.016974639995428184,0.01727314682100527,1252.7713039785517,1.0217797540257003
2600,0.017514158177023734,0.01783600943040155,1298.5466373373429,1.0223703485323299
2700,0.01807681261882306,0.018427502984242044,1345.0741860104133,1.0230381136435187
2800,0.018629830991207217,0.019038266651194503,1390.1837643142856,1.0237934619553357
2900,0.019202415764430644,0.0195323112664506,1433.7962193052506,1.0244427872121482
3000,0.019793650178508072,0.01994565703098139,1476.7167589473916,1.0251124358190469
3100,0.02033848187105158,0.020433510480075072,1519.5688743308974,1.0258255560227862
3200,0.020852430827645898,0.020876290806749506,1566.090961995278,1.026526889450903
3300,0.021428470544984778,0.02147812273908678,1608.9283358355897,1.0271661492370052
3400,0.021929338586380638,0.021891843548162558,1651.1022400326574,1.0277236181255984
3500,0.022429995850820134,0.02238585261303787,1695.576046499364,1.0284044287054372
3600,0.023019366947473842,0.022849621926107334,1741.609310384485,1.028928259394919
3700,0.02352751428933118,0.023293978326062295,1787.9406288234102,1.0294086719634954
3800,0.024011104355242025,0.023834142066829135,1829.3541010897668,1.0301351369040972
3900,0.024526287795048392,0.02436616189313294,1875.9118294466566,1.0308180067739356
4000,0.025033050274670753,0.024994705673486134,1921.1043460708343,1.031315548667935
4100,0.02556040382701863,0.02552102484800673,1967.7857987411396,1.0319326659086812
4200,0.0260638545001108,0.02593483251503371,2010.904216617996,1.0325359112074108
4300,0.02659414817775972,0.0263672406529844,2057.9537906793007,1.0329974722406394
4400,0.02717743767655863,0.026850605993043786,2104.2046877786183,1.033717566973088
4500,0.02775563683238037,0.027395599761439,2150.601782896853,1.0341888218694806
4600,0.02832451236162754,0.027991031168441628,2194.0311341263914,1.0346741664768062
4700,0.028862369007922186,0.028544319795408994,2238.5025610482066,1.0354715746757337
